Region,Product_Category,Size,Age,Income,Price
West,A,1061.0968081145415,7,50269.50192918614,199.38717713113047
East,A,1422.9073564901937,16,59440.89902535439,259.4016202727687
North,C,2445.159062648084,6,66106.82989140847,56.157086642306496
South,A,1061.7051226578733,16,59275.75627211506,86.71942400217726
North,C,2468.2959763841327,27,90350.43631778302,166.3662160106528
East,B,2239.013192911875,12,85689.83638130149,62.533508369483485
East,C,2197.699701175374,22,51690.443817447405,334.11889672171293
West,A,1686.8891842835264,15,65806.39186230848,241.87926056073013
South,B,2364.719583398378,22,60172.09181526943,296.66534122760993
East,A,533.7988002596976,35,33924.922628366614,128.5912336533483
East,C,1264.0181454135547,48,82370.28753483348,183.16941324647726
South,B,2197.843659559536,15,42716.66284727155,348.7210136837263
South,B,2968.238560663207,23,95389.9207740516,484.38622563367994
West,B,506.2858527106899,38,57844.48799151102,72.68754812099414
North,A,1774.9306625842696,49,73558.05931425313,450.67294438486977
South,B,2809.591072592561,2,87280.95379862688,309.5965405900438
East,B,2658.8484620416843,2,42620.7713322293,303.76380504003066
South,B,557.8404868860536,49,67879.54462110187,275.12534084349215
East,B,1823.895318376713,19,46619.38559845378,81.22733865688252
West,C,510.7177535423339,5,65676.95266805416,90.4445832812723
North,A,2473.9373705809385,4,70560.52117319238,320.4104025465887
West,A,1272.1871052233646,28,41839.87699350332,203.43135714600123
South,B,2413.9766547882214,18,70657.3004412564,462.7706299599563
East,C,2861.9833542589295,40,61843.56041501476,232.9657418117625
South,B,2940.2126353878707,41,66539.97494672451,114.47665641618849
South,A,2735.2779521953485,31,93347.69131045925,371.6234750759162
South,A,1010.3586329374155,22,63866.21901354041,182.00903964845443
South,A,986.5004248199923,11,63330.39770122415,286.4616383101519
North,B,2064.4510822155694,48,62927.90256589668,364.0247534773265
East,B,1860.1342056199394,16,73617.36993582515,455.1188500409317
South,C,523.8365195033721,4,55726.21207621635,406.4860376607542
East,C,1479.318377878323,21,86095.20674519648,354.36248054272585
North,A,2766.727513792938,41,50023.507931974134,355.83493207781464
East,A,2745.897547299655,45,50968.234053828215,475.6660898144389
East,C,1009.7672102400871,25,71212.51676470308,183.12084387344123
North,A,1454.9076728931518,20,48192.254341887034,50.500442388284334
South,C,1900.9150274902065,8,36296.233748237166,172.37955172918942
East,B,2631.960662730561,43,44390.98779700973,148.0511208320348
West,A,1829.9860981033708,9,93956.01643720505,347.82556330129916
East,A,2920.499531157587,18,30749.041304933977,335.17021989448807
South,C,2497.6303449697198,31,39342.296942091474,317.0576222171257
West,B,2882.7296824465548,35,83062.77445852387,57.309549444254166
South,A,2328.730545940858,30,98590.25889794652,377.95012450279137
East,A,2694.060348406325,18,78172.97068516948,195.58868561847117
North,C,2577.5094809446236,19,94563.41407787622,349.275195052984
South,B,1134.59620435282,41,89866.50296976745,300.46029282596896
South,C,1073.8410586356717,24,63597.910635776476,204.22891644255822
North,B,2660.9585636418287,22,53346.627175049856,110.55932019684849
East,B,711.6943438008072,48,74256.65045969422,92.48850394721643
South,C,1521.4090117493297,14,67348.73876678152,424.1832499005006
East,C,2551.644425713898,19,31808.05237509769,463.2788939367011
East,B,2533.098329602934,29,97010.80190577543,342.4046210439348
East,C,846.9570267006739,22,69917.31558315747,96.54535168721752
North,A,1719.2745021430235,30,91214.42541743684,230.91224759970834
East,A,1699.5810068128271,15,81424.1119703027,378.02264004732075
East,A,1309.303631098046,21,53858.30953558779,400.91939780453066
West,A,2792.9528626608417,26,93081.05945407617,103.19838003098987
West,A,2132.7940300143296,36,85329.56471733496,50.01382348042209
West,C,2950.4687246109265,12,60085.41388327199,370.46167064627224
South,B,666.9155270668971,7,88833.47736022554,210.46827919379254
South,C,1485.8754322773293,11,49008.66328831516,164.5165992282171
West,A,2587.8439052470267,39,76947.8435177595,55.80386140528645
North,A,1556.7141730303981,20,38020.72237640348,293.13473304267484
North,C,1154.6950676083106,35,90603.74147895517,433.0178309416918
West,C,2994.518860792768,4,81060.28668635253,480.93424082266455
South,B,2682.8122242557847,2,40679.74818826914,304.5852277759801
South,A,1866.1841532486212,20,31493.422368356252,281.5075974829524
North,C,1904.2730906165189,47,57290.751240404556,88.2753734701585
East,B,517.1574014691331,20,77269.08134508085,296.9927606941699
North,A,2952.4864522077796,12,49820.3184554225,220.99058553442757
East,A,2515.737904768729,17,98127.86315864629,323.21087639760964
South,A,591.8233988615722,18,95427.69717483838,224.92685654444603
South,C,940.8254803978912,40,71855.83251646579,158.13460555266505
West,A,2552.578075743562,24,52091.935081070915,92.73437385276942
South,A,717.1638706799017,8,92738.8476299029,191.71330006500307
East,B,2854.464318773918,37,86242.95885340049,93.49017542948852
North,C,2999.727655376563,41,36030.804691039455,129.60362787079276
West,B,2716.0820239507307,30,63342.59807382984,494.3012713607957
East,C,2347.2599733937923,20,98685.04266461112,249.8466006079784
North,A,1718.2058779219328,23,61773.37619806467,289.34229492725746
North,B,706.073940868434,37,95303.59289534524,443.1283379317469
North,C,2326.1155796055045,10,98410.25405405495,498.0060052208095
South,C,1492.1628850697161,33,57115.147358926566,312.2215022051067
North,A,1925.571577866686,24,97519.09339309599,415.61321946987727
South,A,1233.4761903540705,36,39655.837563704285,197.12346095150386
North,B,1105.3900237868538,16,41208.36111611551,187.584780851281
North,B,1310.7423966160122,28,49358.03867065173,231.2166744475521
South,C,2534.5700585342825,12,62728.933071622334,352.6282682031421
South,B,1566.2288503988998,20,42671.73426778753,356.98626016479443
East,A,1279.2697799063706,47,53812.439245766334,191.85774559225285
North,B,1582.425993187302,18,37255.71739201408,109.94446586148291
South,B,580.7184148661707,37,60100.567903230374,334.5783154094789
East,C,2726.510707038458,26,87923.49388594356,107.74663798494403
East,A,1879.4038979171958,46,71653.74766902978,310.32162870319854
South,C,762.0655678016628,7,86711.1392770573,362.03995762533907
North,A,1221.0173298728382,43,39499.888668546184,365.2751733775032
East,A,2958.8818721944363,47,57960.50531671288,389.06244979681856
North,C,1982.6435660098077,21,32752.62465980943,442.78673970454906
North,B,1228.5122172496135,43,55898.53327202228,274.9815463841548
East,C,1565.8641534149854,32,73014.84150197782,378.61213528830706
South,B,1146.1869485883371,7,69820.84425768259,328.6277309146265
North,C,579.510642798849,23,34222.589782460986,133.98797290895715
West,C,2605.075080380135,20,34344.161543942464,61.56034019123368
South,B,1231.19660426999,20,51354.72344550528,178.04362355462018
East,B,2596.02684713753,32,83997.94188572385,249.36516785192873
West,B,1696.3926667848084,26,31440.37187071867,327.6976749928953
North,C,957.2365923690679,36,73114.9078384914,432.4816987264424
South,B,2504.671733011646,24,42859.12104622556,138.31057251777452
West,B,1442.7787026394863,1,96102.13696943091,106.4974054543147
South,B,2269.322969516551,28,60115.07651481287,483.56597636344736
North,A,2593.0741725718312,26,33351.87444586059,98.6200517193832
South,B,2907.4641408596344,34,79954.6936222197,265.3209815482351
West,B,714.5363314656049,26,63922.66068615204,313.5036779569858
South,B,520.9662046010933,36,91686.82652112455,293.6184894083472
East,A,1871.0624538061186,5,75627.75746841222,88.71447066482443
East,A,1160.6024046875004,2,78476.79628696032,75.66211130162871
West,B,1672.7544743589408,32,83708.19002718644,97.46754235746604
South,B,681.6467178902686,34,59424.80623051351,313.51445774267563
West,B,1753.972616683399,30,85478.3033362767,294.95519943544446
South,B,812.139132945351,24,33543.6079060421,155.1833564165349
North,A,2596.469395497628,28,83586.91833016314,336.9983638305162
East,B,2398.717006591142,46,74541.54861367993,419.0303759250422
North,A,685.1839455431053,3,69666.55288410584,68.71053193096719
South,C,2590.8758868198356,10,52270.543346143146,274.15847459661904
North,A,1312.3962310615566,6,37987.882590186244,360.1896854462106
West,C,1382.1493571933274,34,75304.05721283004,163.5403671813592
West,A,949.5089356039039,31,63016.96536595893,188.49690738191708
South,A,2588.260303731195,43,45249.13979768616,326.13705634522273
East,A,1511.764409621062,46,33035.668489915784,454.0708820496816
West,B,622.0896767007843,13,67713.56172023986,414.4659891363047
East,A,2915.6240695654074,39,38840.741138779034,312.4085985948126
South,B,1139.7180349021555,20,95059.35707481441,378.5997729907621
East,A,2840.44319476618,32,40544.23009448707,214.1701115935094
South,A,1253.0959066169012,10,32241.777729838275,338.434487644441
North,C,2578.566486745285,26,48343.32598230615,259.78171600740063
South,A,2160.548731147977,19,42246.962911854054,135.4712614059024
North,B,2653.2085799739116,29,85386.67575698406,365.7822232447657
South,C,2940.2949667572434,13,50253.98243781776,300.40908680696987
West,C,2678.709208641532,34,47166.8390021375,211.37971187911612
West,A,1509.1629037500513,20,99636.58857482228,460.10263553538385
East,A,2536.258703737907,44,40504.325384341944,59.42035302202997
South,C,2279.1270257677324,40,35949.897630920386,192.0979180622732
South,B,654.0091770791336,18,51393.68740944073,75.59662899994095
South,A,2824.4002443440604,34,58356.32260738003,394.93729229973223
East,C,1664.9027290670779,48,83229.69243507965,365.94835435120666
West,B,836.1264142406397,8,96881.07431050784,199.10849843134267
South,A,1563.445242995365,16,83457.3996738734,354.04830599318285
East,C,2007.8531128036936,40,80864.69289767154,228.17175178817743
South,C,1932.3653127097741,23,99401.3532610329,390.31420614009545
North,A,1936.9841169657575,32,83575.46173467836,254.38264823151772
South,B,1139.598207879334,13,39767.32290945985,235.5258775242495
North,B,2081.756123552973,26,62307.081676897986,470.62846196973544
East,C,2768.537084444157,38,65245.32339969962,162.8955949508151
East,B,1471.6673663790018,1,51336.72237859411,104.20130299845445
West,C,2076.4507065502744,2,41499.27978625171,313.0444009667562
South,A,1109.9675175181155,39,79821.83693395427,486.1948155278805
East,B,620.7025504717546,13,49424.62602956193,220.027646177234
West,A,1964.328409798513,27,73725.845391828,77.91654363295169
South,C,618.8745054630647,4,52581.28197550342,202.68737028930536
East,A,2308.9614873011833,41,65436.543142694536,277.6692444438013
North,B,2175.8817445044106,20,53593.6962383074,122.86535298449617
East,A,1423.3125472532886,3,58823.09372359641,346.14599812542144
North,B,1528.2252741199545,23,81244.65636676023,498.9872250545903
West,B,2794.4023411932494,2,91867.74347795334,253.2827641916497
West,B,532.8340638076569,16,65612.20108716785,209.6278505285957
South,B,1908.25845205748,10,72717.57432123454,230.31687507550998
South,B,2808.4028143361584,28,90508.68772760994,101.8157802778405
South,C,2784.968119423992,44,40025.56807627094,447.47312064180073
West,A,1961.6394095617313,18,41353.858862767054,236.6715449846084
North,C,1453.074997273995,2,55146.586797843454,224.27348514117858
South,A,747.258815830935,14,51634.77964443877,346.86062281871347
South,A,934.4605095308762,44,99046.15873938982,248.91503941900558
West,A,2199.1833880091535,20,69486.43824872684,341.70506096353074
North,C,541.5852095244196,40,66673.463957133,77.65083055885438
East,B,2708.713941019956,23,70510.30478389717,416.17550467500234
South,B,1969.8361753647089,7,91260.80626413003,473.22677879573115
East,C,612.8666556619104,45,47048.34381811937,341.9444237717237
East,B,1099.4185504790814,47,65767.70953302627,479.55466798646484
South,A,1985.5022764191367,14,48967.42349569022,118.14454146648349
West,B,589.0031636495378,37,84640.34176782484,264.83728526615914
South,B,2449.9685048944057,8,84398.06784320391,320.81303027545124
North,B,2799.805167076508,5,97020.08030300481,311.781491339534
North,A,2903.0509832548432,23,61277.544189263266,230.65780059006946
South,B,2334.148117251313,41,41105.573641928175,202.13798421481764
East,B,2642.0636770987926,10,92748.76240094591,107.07081014768846
North,B,2026.768655824341,49,92342.18325783793,226.2841027530252
North,C,1646.359161353936,27,46426.86781936877,123.1973667974683
South,C,2282.8368834305184,35,49338.88715856975,380.4645544214983
South,B,1060.4516606567377,1,51938.98750689463,143.9739209725655
West,C,774.4608154888756,7,61622.50520374818,76.35438737804023
South,C,2404.6274403222465,47,88033.0227665426,298.56476201775547
South,A,2895.4669824646726,8,40105.89233744374,317.8533797237307
North,C,1943.6983308200588,11,79027.36538457496,442.3608775762275
North,C,1706.3559274946508,34,54696.015298608305,309.64172558795684
North,B,1836.0105781804612,28,43696.42112393722,205.4663841755506
East,A,1696.1604609620813,34,53690.692900501366,411.35534668684426
North,A,1605.5007029430956,43,67329.3158994052,293.12550193433947
North,A,2867.589235365532,20,94498.98199622505,85.67612808403629
South,C,1699.407977820621,28,73978.80368312227,304.632752140961
West,B,702.7561025349464,49,72495.67907587913,458.60834543974806
North,A,2413.7916976755914,42,37611.87257999019,228.34068147419924
West,A,1478.9040085197867,37,35586.068040936036,183.34661085491004
North,C,2276.733864372209,3,39062.45177673858,114.56125565810902
North,A,1948.9233989360168,9,36688.194790512534,118.15048487091079
West,B,2282.9501628896264,22,70345.51045495883,244.7471679538185
South,A,654.9848925891989,25,61683.067474003576,318.0559208726883
North,B,584.6833066695576,2,30349.44825285826,86.27693232632079
West,B,1446.354062127853,23,54574.665697305456,472.8058650613246
North,B,2232.915344554852,17,38915.49061878051,389.8101278503382
East,C,1059.2063172649853,25,99168.36487705658,313.9807632276482
East,C,1583.5017949064302,12,62211.029146222776,422.7974019225459
East,B,2952.025659932436,27,59828.86471400688,86.08404056545098
East,B,1037.1863862933637,20,75092.20323069333,264.57749497990596
South,A,2619.858654428409,9,54996.545247605936,333.54190708774854
East,A,2563.6522120279915,23,80086.02395739101,422.89380775323013
West,A,2728.380463222471,36,93335.5648666443,402.5613020221705
North,C,2787.854359071968,28,64922.81006073473,174.68116237102984
West,A,1768.3004809953304,48,56804.61150178049,473.3960763016419
East,B,2204.8344579889394,29,66532.77905955569,105.95562864389166
South,B,2047.227280039236,42,72248.6886730165,443.81012837951846
East,C,1272.3713509138925,32,89339.18235263896,486.92311232207834
East,C,1199.4689653867683,12,57613.561594433195,129.71908545018152
South,A,1353.9249237527283,30,33600.20296301716,374.92972889170335
South,C,1046.1443300192304,11,74151.36763915484,68.12848345009931
South,B,2393.458876231989,37,99081.47603841196,232.44027131261973
South,B,2911.4321710662894,20,89796.57105972811,282.3274846389533
South,C,2669.4293545951955,11,83077.91861769813,311.29035165933533
South,B,1044.8510102209514,48,42355.13909106117,471.1717617118518
North,C,629.7886767804496,47,82403.34533054724,352.5128092823876
East,B,2392.7347676804375,38,35703.36190029229,266.5750780486567
East,A,1475.5345147715407,45,64574.25801234304,414.3537663196502
South,C,2561.5315404167873,16,55962.98253452452,477.739769429484
West,C,2448.0894914661303,35,93370.0432905372,59.92976690703088
South,C,2063.525629997519,1,41188.50244429414,492.1345725152174
North,B,1138.3483359484885,25,85221.9502487969,88.75946257865616
West,A,760.0894195753675,49,33395.83313259257,416.47405067094263
North,C,1131.620815140338,27,79122.83323306516,176.1506386481356
West,B,1774.399238363668,32,50564.474451363625,109.48084598924228
West,C,2948.6574391059553,6,98313.93960261725,247.93503787122572
South,B,659.2181005008966,41,77022.04079715535,339.78046075142606
North,A,1000.1800020398296,36,51623.38368505161,221.42833026056377
West,B,2068.198644231063,39,46486.471696492496,74.55443372721453
North,B,1260.9109866675692,23,74751.61438168147,319.75751284642246
South,C,2646.2607485997105,29,49091.13113964822,456.08147424980365
South,B,848.5424676639875,30,43076.37467173454,222.44691467626328
South,C,2907.8938089598532,22,75336.87940111353,147.34974993387215
South,B,2780.937228791317,11,80700.09312463584,249.15980566976694
East,A,2718.822640026803,26,46661.98147346571,71.7632199719514
West,B,932.6726044085402,23,67511.07264696111,419.21941301612367
East,C,1323.7403106316108,3,76454.06845665998,421.85336492758404
South,B,2510.2421055838186,48,95934.16980682188,314.60020854333277
West,B,2519.520163899865,6,86240.33057189608,208.89630002227526
West,A,2262.938538017831,7,59457.03951733926,409.9025140006025
North,C,1620.1272038343793,44,89108.51406601182,299.6091611547652
South,A,1278.9731766835928,39,60918.579100336836,421.6695388475073
East,B,2907.3948404543175,22,39108.86567445782,334.1564566623593
North,A,848.155674720865,48,53877.03155113582,402.9824629457588
West,B,609.3851524048903,42,86330.68074538911,319.353346947992
East,B,522.8262999746529,33,96906.3343803758,236.3634806970498
South,A,2437.567274084221,40,98850.86282131403,481.0756369667619
East,A,641.7628649168487,3,74736.64945904294,293.5012211954801
East,B,1846.60901117978,30,63483.93701639735,322.29028334324227
East,A,1418.231102668256,48,41343.99448835397,149.21943773663716
North,A,867.2697251805173,24,37176.70151080434,331.5428552422744
West,B,2351.488717218008,3,66295.15439671304,307.22344226732474
East,C,637.5170776098364,2,80944.53595850672,133.17727907616123
West,A,1295.9845964636309,44,52674.54440128496,76.81419380891467
North,A,1905.4780635502275,40,77227.37094993013,321.961693871647
South,C,1506.0393083906306,19,69956.72794686453,393.6615212076442
South,A,1147.8704966480004,24,95852.42032012378,285.5306169149037
East,B,2815.0025117651167,20,44668.98520478687,152.04768139384055
North,A,2827.42597124666,47,71374.09267095712,349.9348895118657
South,B,1540.236349023066,49,58965.78346297446,86.047576974321
North,C,1484.36104190355,31,48310.28848235165,248.82516716087957
North,C,1268.4626187167523,41,55010.46063148377,123.51504127928908
East,C,2639.3904822809013,31,50617.44684332171,133.0065729769475
East,A,1919.788214987261,37,66935.40237223808,141.03227712119164
North,C,723.805532256138,43,69063.80138102476,224.01817566979005
North,A,2633.3017577959185,29,90587.8047134791,73.01759252917893
East,A,1837.2156748925017,4,84691.40686095634,229.00704841809417
North,A,1538.979510264771,10,51176.06595956847,280.26835120161536
East,C,1344.6623591088946,36,95192.7699944803,267.48242823484634
West,C,748.5664757823622,35,90784.6941255093,222.25284518136826
North,A,2891.7553910021734,48,73810.40741055383,427.61597363183864
East,C,2353.1087936807544,21,31303.997287818565,115.39701158922685
North,A,829.4439077474517,43,44639.56320817837,277.5635347016183
East,C,1778.172047837086,41,85252.34766709227,77.91863763044944
North,B,1888.9379944657173,1,61763.255850815054,82.02005549505938
South,C,919.7218925768894,42,38816.53625260628,308.23963235469336
South,C,1568.0538221557597,12,58578.17696705191,304.7082911995194
North,C,2114.36528863502,24,44833.21866740018,445.11508078000566
South,A,1210.0264295369002,2,92479.71778407361,301.04315404703294
North,A,1329.0223872248707,47,92248.08830174473,481.9059591821826
North,B,805.0711926625202,20,57094.3527476069,71.9126817799684
West,B,1533.1016108143904,16,39617.54507609526,94.10345815133348
West,B,1959.6432117707368,34,55118.186365877744,69.82963770667163
South,A,791.3138517482924,13,39011.79754837863,133.374582650093
West,B,2036.9608970875888,18,51283.21963861861,293.57154992375513
West,B,1494.4830368820308,29,83982.70750033262,340.5074816423426
North,C,2195.4556359770204,43,50436.25072048093,70.51332107690095
East,B,1287.092438792065,14,68094.13589148715,475.6869004305197
North,C,1921.2480957290102,30,38321.13603203999,428.9744194926715
West,A,2032.0071206495033,35,54333.78095160769,183.4756169706919
North,A,2226.2684978653615,9,32774.63670709787,84.73438860191058
South,C,2392.347458843248,37,68371.77830251801,126.44918294857577
East,B,840.8792747497699,46,54333.62301117538,107.12498618973771
West,A,2913.1068555006937,39,91040.27392603284,105.47770068452608
West,C,2609.1135391344046,12,57478.68202416954,283.3527598995803
North,A,1905.796956496543,21,69044.25836367192,160.63134912203014
North,A,2725.897176945895,18,98365.08893778472,211.162872438115
North,B,1456.0824199518734,11,74989.41518292879,495.27740002294513
North,A,585.7163790153337,27,65033.03963296034,357.94141201640514
West,C,2317.578452169858,24,36868.73108333915,477.0413001711506
North,B,2858.3603733884,41,87467.50036069853,114.15044976490202
West,C,904.6366589382558,43,74966.83371488849,221.96276367465617
North,C,2109.6848675408387,34,37596.702052038694,299.62931147705945
East,C,2533.5639016307923,20,47196.840554317925,84.54112784993211
East,B,2762.6676290952073,13,67635.32230062729,51.88434963258104
North,A,1191.319397787965,47,33154.37033172057,351.6954502086129
North,C,821.8345234618289,8,80281.70674694417,338.8187825606459
South,A,1119.625284689837,37,45945.569111859964,234.8549644998253
East,A,1944.304102547839,5,64279.74020882149,270.3398342144147
West,C,2796.820641238829,7,46915.038627341,236.94935026644032
East,A,1956.3395279962654,44,64243.08316624891,60.80227018019998
West,B,2799.053252089991,12,43277.53040482977,200.9172227978581
North,B,2425.092559228048,41,71574.44195002815,129.68701492878043
East,A,1995.9736604195232,4,93728.4709204525,94.29088509561593
East,A,554.496273158324,40,86513.51622413783,480.5241952502074
South,B,1332.6894196903531,19,46906.45347427027,319.71187626897455
South,A,643.6488930622656,1,64867.66399673183,377.8953279064712
East,A,1305.605875685071,43,59617.58932846069,191.91368446975287
East,A,655.833745396102,13,97583.25835722234,226.91620827230685
East,A,919.5396536251561,42,85917.47891356434,156.61579725352556
West,C,1526.7147906060222,45,37520.00645773808,93.63455193444113
North,A,1787.2118635824518,25,41798.66804993994,130.5642368487127
South,B,1042.854220732137,44,79141.98760328942,408.88132038341865
North,C,2331.4434481449725,45,41190.07229429086,354.8956123326991
South,C,1975.9115546675494,34,96532.79846569752,296.1179941934646
South,B,2229.4013269081943,35,99506.27948319103,263.79044279004563
South,A,2331.914202733533,17,84485.96063968127,465.095427645256
East,C,2317.300846452559,26,31876.016752078496,82.73072650040078
South,C,2840.584752992132,21,63790.87441449991,176.27036595706218
North,A,1093.0508347866676,12,58425.56565099228,207.47203410682133
South,A,1175.3890980781705,16,85967.49491578675,402.0916154957545
North,B,735.5026700053767,20,50090.582953310215,496.6315790728871
South,C,1981.4658935777577,10,57028.82302215747,158.30173164071888
South,A,1487.9637690946636,23,36545.0941922418,443.4383003616863
East,A,1740.497201669407,47,53984.52605857473,423.7802421943061
North,B,924.5536442853495,30,98169.76916043463,151.09582893879497
South,C,2122.6506264284576,8,95950.48978134089,229.69966108965016
South,A,2047.5484015986278,5,82518.14442970726,234.3527911816336
North,B,1161.961067330049,12,93508.45588715986,490.19930083695124
South,C,1663.541726065185,42,44781.93547981474,131.40135562050426
West,C,2735.7523452681994,14,73528.23079729316,409.6210869971519
East,C,2433.7475858144962,12,64998.056675744236,200.38672137789948
North,C,1067.3596919083293,24,59588.302825746614,378.89165559927216
East,B,2697.1371312490082,45,52738.45958718308,239.0049519330483
West,A,668.2824335538571,17,90642.3714404261,310.26189340244304
West,C,1534.8214151385307,1,63915.363229498915,424.675297996759
West,C,700.2955688434902,42,80682.34426283184,411.8745042427479
North,A,2810.535485466221,37,79416.51706641864,439.89043259286507
West,C,601.7561045501084,11,39524.97819335201,76.82779640509656
North,C,878.1007402697801,42,33425.49889940483,361.42274886788516
North,A,2787.599859591378,6,88797.42215165176,112.9943195247933
South,A,1955.3941122515732,15,64322.40264865189,237.11835560828496
North,C,2487.969937740665,41,86705.98721736053,296.8647867746098
West,A,541.0169006544878,40,50794.567336355045,231.23276813607384
North,B,1547.737676388293,23,90328.23798977141,283.8252541113534
North,B,2961.164075685702,23,88157.43394134448,498.43683895937863
East,C,1949.5476650753897,38,56716.99993624844,110.84779117078463
West,C,2624.206971499797,38,58818.86432153553,353.9552204013915
North,A,2908.898692242197,49,54562.467961603135,228.20043487352686
South,A,2212.6012725560167,12,32437.580124983844,109.85440950829795
North,C,1319.076154232952,7,78136.24138594107,121.43154351843928
North,C,1271.5173356778346,37,49091.27844781382,477.1728978105276
East,B,678.19351969117,16,91880.96196537543,445.8206735202929
West,A,1569.4302550152488,38,92816.40033350681,458.16888218675984
West,C,2788.473539054701,40,80580.54442852683,496.1897491223239
South,C,1695.156066484952,35,42709.47922772292,143.74192550383307
South,A,2777.4872753169525,40,36250.47447238861,209.9477018138278
South,A,2542.854833070597,29,87151.26168201683,351.14856346619
North,C,2960.4677832248667,39,92514.62762033606,267.71114293729124
North,C,2869.2382047301576,17,54642.73873136919,238.27529002025008
South,C,2266.208172632474,26,54706.915360827494,211.01506220101686
West,A,2678.0432171899374,20,57319.313515797374,317.2012843745535
West,C,2370.194254080939,46,87933.56147365125,309.0170428880369
South,C,2258.4862866055446,25,79495.03702505465,122.65602532890803
East,C,2288.8989447445056,38,38538.343387169894,262.2829268832976
West,B,2302.609188394905,39,74428.3400852033,299.0622992944325
West,B,1448.5475296538712,37,30684.436197070645,306.6291224291257
South,A,1558.9060401314605,19,79727.03435191195,144.5482368105583
West,C,1235.1778979326107,21,83524.26221618721,384.02212651352903
North,C,870.6514391783236,32,87046.38937888815,61.339592669481334
North,A,1646.108500835481,28,73794.98352631895,209.6743349944232
West,A,2749.8732231807066,39,42641.16730907656,401.0956918410351
North,A,2128.161766544572,41,85562.27464537125,303.75181447493105
East,C,640.450899295278,12,92985.33914692828,167.5230946298871
West,B,2527.9998614116303,47,74365.7300139282,362.7289037043715
South,A,2838.503818043751,15,49258.25117758714,305.32592487023305
North,C,2573.5560999669265,28,42555.250517929235,408.3096242553742
East,A,2318.8535353893676,21,46202.41151922,380.7613337854205
East,C,875.3009895333037,16,31183.2977824358,324.54856491630557
North,A,1372.4997306314704,23,30711.801374659757,269.6799538898663
East,C,1913.2172208700758,26,50792.68945920152,109.93195655038554
West,A,692.1519484459739,15,94607.17999915368,167.59985804842267
East,B,765.6755353394622,37,73492.92191109923,238.59476281268837
North,A,2835.634805027875,12,57027.49414007405,319.6846791528749
East,A,2256.727983189959,4,30759.329390428007,281.16853484688716
North,B,1187.7176151281888,35,99279.01064173452,179.68303668178828
North,A,1318.4007744033695,31,61909.10715489315,52.90896100536975
East,B,1461.0732607004236,27,99405.19835549762,273.30764985536626
North,C,687.6782314467923,32,80409.79686982516,178.53169485300938
North,B,2347.9424967860705,33,33586.71957829459,380.57373531974076
South,B,942.0850302280141,13,90131.79480540652,60.775819371717574
West,C,2512.800062051775,37,67127.95763744741,313.1725150876059
North,B,2614.6810744423337,44,61690.98857419312,473.6634068777294
West,B,2096.0854435686606,2,83049.6190774166,128.4841702001748
South,C,2424.6373584972825,38,84236.06528560405,262.24227083776793
South,A,929.5879167151083,37,85750.082482552,91.13989631771219
South,A,1939.847456676592,5,83237.54484408346,331.5568605176087
South,B,2191.9982861153285,18,74888.90363941994,297.7392562683015
West,A,2153.901452135695,48,77293.56207305145,233.31448589577457
East,A,793.2246941079519,17,90100.78102249402,284.61965966318354
East,B,1360.9561562000954,2,78337.84362083343,453.4585963110546
West,C,1312.5938037058413,49,37095.024984711796,138.33243603998017
North,A,1931.317181492271,42,75185.04396054978,60.154030267406256
West,B,2413.092822169383,35,41899.564440977,437.74919811459546
North,C,1926.4759154255344,14,30997.707369205204,309.7026870745579
North,A,2387.0685966291358,12,44991.67055923332,450.7963049578291
East,C,747.4189917475203,33,40808.348841691055,318.6253505359277
South,B,2695.3467271681934,7,37146.70145808814,414.5724904818661
East,C,1841.5426734106493,39,45049.07424339796,243.35301350981658
East,C,593.7466511679322,45,69449.8537650249,387.43696907972094
West,B,2108.032507556066,9,40602.88621370948,460.8686601004352
West,A,1793.3679684076887,5,49560.67939057495,307.4553336749928
North,A,1050.9239221214125,4,89471.4477149022,131.3533177530708
West,C,2411.063646528387,32,92163.58921696329,170.95892676358918
North,C,2833.92062801995,5,53315.90567505272,139.39005960383258
North,C,1306.7086346087644,44,92926.57706238807,161.0856624180798
South,C,1734.7892070409225,8,71000.94390789527,187.88695220796637
South,A,820.4374967460726,13,45845.788310136704,299.8102040389348
East,B,2824.4993092620402,4,82800.53835975548,314.59623325872474
South,B,1296.9901490480825,11,94546.59013164588,241.92488625883752
North,B,986.9617092488146,15,76146.50793070452,326.93935091937595
West,C,1696.0716919236386,46,44093.151003102816,86.70871652511467
South,C,608.2062237529518,18,36011.605367206874,89.50470667617199
South,B,1132.0920780660122,20,46058.83794943377,127.3232571609463
South,A,669.1443412285271,1,53695.5953793545,283.13487411815515
South,B,818.4278862354995,1,53361.4712804921,146.2976054142411
North,A,780.3938771646702,11,64898.21531095484,177.4779815716598
North,C,2681.049887544893,29,65361.84512223643,230.14077627784732
East,B,2826.08712008657,29,63000.282813059544,415.3397558046709
West,B,1686.305414450365,24,54067.671311803715,56.23796116078705
East,C,2076.042719633363,20,37478.13316870933,342.2204691064801
East,A,2239.754743157496,30,59282.28040490167,350.99443896830843
South,B,1478.2833121801505,38,99003.2239716627,409.39510116048643
West,B,1425.5261676072196,5,75771.24111591134,469.7388225771409
South,A,2188.922548059174,45,60784.41430426633,59.06203202718042
North,B,1441.7862881130961,10,35844.343965353306,119.20266748094728
